Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
432,Female,18,Group E,Associate's Degree,Free/Reduced,None,31,73,75
433,Male,16,Group A,High School,Standard,None,98,71,70
434,Female,18,Group E,High School,Standard,Completed,46,27,7
435,Male,17,Group B,Some College,Free/Reduced,None,29,21,17
436,Female,18,Group D,Bachelor's Degree,Standard,Completed,58,18,45
437,Female,18,Group C,Master's Degree,Standard,Completed,40,15,28
438,Female,18,Group C,High School,Standard,Completed,95,5,81
439,Male,16,Group C,Master's Degree,Standard,None,14,14,2
440,Male,18,Group A,Associate's Degree,Standard,Completed,88,1,65
441,Male,18,Group A,Bachelor's Degree,Free/Reduced,Completed,30,23,35
442,Male,17,Group E,Bachelor's Degree,Free/Reduced,None,56,29,24
443,Female,16,Group B,High School,Free/Reduced,Completed,93,22,61
444,Female,17,Group A,High School,Free/Reduced,Completed,52,0,92
445,Female,18,Group A,Some College,Free/Reduced,Completed,46,2,51
446,Female,16,Group A,High School,Standard,Completed,10,8,78
447,Female,17,Group C,Some High School,Free/Reduced,Completed,45,88,78
448,Male,18,Group E,Associate's Degree,Standard,None,71,66,20
449,Male,15,Group C,High School,Standard,None,64,49,81
450,Female,17,Group D,Some College,Standard,None,9,59,78
451,Female,16,Group B,Associate's Degree,Standard,None,46,55,50
452,Female,17,Group E,Associate's Degree,Free/Reduced,Completed,83,48,37
453,Female,17,Group B,High School,Free/Reduced,None,61,14,34
454,Male,17,Group A,Bachelor's Degree,Standard,None,77,5,38
455,Male,15,Group D,Some College,Standard,None,29,3,58
456,Female,16,Group E,Some High School,Free/Reduced,Completed,57,65,99
457,Female,16,Group E,Master's Degree,Standard,Completed,100,80,63
458,Male,16,Group C,Some High School,Standard,None,53,76,23
459,Female,18,Group E,High School,Standard,None,29,85,41
460,Female,16,Group B,Associate's Degree,Free/Reduced,None,72,71,1
461,Female,16,Group E,Bachelor's Degree,Standard,Completed,16,86,68
462,Male,15,Group E,Some College,Standard,Completed,68,61,36
463,Female,18,Group D,High School,Free/Reduced,None,31,91,86
464,Female,18,Group A,Some College,Standard,Completed,99,49,23
465,Male,17,Group E,Some College,Free/Reduced,None,52,15,30
466,Male,18,Group B,Associate's Degree,Free/Reduced,Completed,86,1,95
467,Female,18,Group B,High School,Free/Reduced,None,74,70,18
468,Male,15,Group A,Some High School,Standard,Completed,85,10,32
469,Female,16,Group C,Master's Degree,Standard,None,17,37,22
470,Male,18,Group B,High School,Standard,Completed,77,24,27
471,Male,18,Group C,Master's Degree,Standard,None,33,47,38
472,Female,15,Group C,Master's Degree,Free/Reduced,Completed,36,49,65
473,Female,18,Group C,Bachelor's Degree,Standard,Completed,43,11,0
474,Male,18,Group D,Master's Degree,Standard,None,40,36,98
475,Male,15,Group E,Some High School,Standard,Completed,15,7,4
476,Female,17,Group C,Master's Degree,Free/Reduced,Completed,10,92,35
477,Female,17,Group E,Associate's Degree,Free/Reduced,Completed,52,30,10
478,Male,18,Group C,Associate's Degree,Standard,None,53,70,58
479,Female,18,Group C,Some High School,Free/Reduced,None,64,37,90
480,Male,16,Group C,Bachelor's Degree,Standard,None,18,40,16
481,Female,18,Group C,Some College,Free/Reduced,None,73,83,39
482,Female,16,Group A,High School,Standard,None,63,31,14
483,Male,17,Group A,Some High School,Free/Reduced,None,80,82,92
484,Male,18,Group C,Some High School,Standard,Completed,98,10,42
485,Female,18,Group C,Some College,Free/Reduced,Completed,25,75,43
486,Female,15,Group A,Master's Degree,Standard,Completed,23,65,31
487,Male,18,Group E,Master's Degree,Standard,None,58,96,50
488,Male,17,Group A,Master's Degree,Free/Reduced,Completed,1,6,76
489,Male,18,Group D,Bachelor's Degree,Free/Reduced,Completed,21,100,13
490,Male,16,Group E,Some College,Free/Reduced,Completed,15,61,41
491,Male,18,Group B,Bachelor's Degree,Standard,None,53,35,68
492,Male,16,Group D,Some High School,Free/Reduced,None,33,53,43
493,Male,15,Group D,Master's Degree,Standard,None,97,100,40
494,Male,18,Group B,Master's Degree,Standard,None,70,96,58
495,Female,15,Group C,Some High School,Standard,None,91,98,36
496,Male,15,Group B,High School,Standard,Completed,60,70,74
497,Female,18,Group C,Some High School,Standard,Completed,95,82,3
498,Male,16,Group E,High School,Free/Reduced,Completed,12,17,49
499,Male,18,Group A,Bachelor's Degree,Free/Reduced,Completed,16,24,22
500,Male,16,Group E,Associate's Degree,Standard,None,4,40,63
501,Female,15,Group D,Some High School,Standard,None,55,39,72
502,Female,17,Group C,Master's Degree,Standard,None,3,52,48
503,Female,18,Group B,Master's Degree,Standard,Completed,88,75,1
504,Female,17,Group C,High School,Free/Reduced,Completed,21,40,20
505,Female,16,Group A,Associate's Degree,Free/Reduced,Completed,9,86,35
506,Male,18,Group A,Associate's Degree,Standard,None,16,12,21
507,Male,17,Group D,Some College,Free/Reduced,None,65,4,47
508,Male,17,Group D,Bachelor's Degree,Free/Reduced,Completed,67,0,57
509,Female,18,Group A,Some College,Free/Reduced,Completed,49,25,7
510,Female,17,Group D,Bachelor's Degree,Standard,Completed,54,93,30
511,Female,18,Group C,High School,Free/Reduced,None,45,98,97
512,Female,17,Group E,Some College,Standard,None,16,2,27
513,Female,15,Group C,High School,Standard,Completed,51,58,28
514,Male,18,Group A,Master's Degree,Free/Reduced,Completed,89,96,84
515,Male,15,Group D,Associate's Degree,Standard,None,71,51,18
516,Female,15,Group A,Associate's Degree,Free/Reduced,None,30,23,79
517,Male,17,Group B,Master's Degree,Free/Reduced,None,91,0,43
518,Male,16,Group C,Some College,Free/Reduced,Completed,37,47,86
519,Female,15,Group E,Some College,Standard,None,15,35,76
520,Male,15,Group B,Some College,Free/Reduced,Completed,43,42,37
521,Female,15,Group E,Bachelor's Degree,Standard,None,43,95,45
522,Male,16,Group D,Bachelor's Degree,Standard,Completed,75,75,23
523,Male,16,Group D,Some College,Standard,None,77,48,28
524,Male,15,Group B,Some High School,Standard,None,78,56,10
525,Male,16,Group D,Associate's Degree,Standard,None,13,9,41
526,Female,16,Group C,High School,Free/Reduced,None,92,42,81
527,Female,16,Group E,Associate's Degree,Free/Reduced,Completed,5,2,68
528,Female,18,Group B,Master's Degree,Standard,Completed,9,88,17
529,Female,15,Group C,Master's Degree,Free/Reduced,Completed,94,5,67
530,Male,16,Group A,High School,Standard,None,45,55,49
531,Female,18,Group A,Some High School,Free/Reduced,None,57,55,28
532,Female,17,Group A,Master's Degree,Standard,Completed,52,85,5
533,Female,17,Group E,Bachelor's Degree,Free/Reduced,Completed,80,49,35
534,Female,16,Group B,Bachelor's Degree,Free/Reduced,None,57,54,2
535,Male,15,Group E,Associate's Degree,Standard,None,94,34,17
536,Male,16,Group B,Associate's Degree,Free/Reduced,Completed,55,11,77
537,Male,17,Group E,Some College,Free/Reduced,None,37,9,55
538,Female,15,Group D,Some High School,Free/Reduced,None,96,1,50
539,Male,15,Group D,Some High School,Free/Reduced,None,61,82,23
540,Female,17,Group D,Some College,Free/Reduced,None,89,50,88
541,Female,18,Group E,Some High School,Standard,Completed,17,47,79
542,Female,18,Group E,Master's Degree,Standard,Completed,93,38,76
543,Female,16,Group B,Master's Degree,Standard,Completed,23,11,11
544,Male,15,Group D,High School,Standard,Completed,92,90,56
545,Male,16,Group E,Some College,Standard,None,98,11,20
546,Female,15,Group A,Associate's Degree,Free/Reduced,Completed,75,90,12
547,Male,17,Group C,Some High School,Standard,None,65,28,62
548,Female,15,Group D,Master's Degree,Free/Reduced,None,10,36,37
549,Male,15,Group E,Master's Degree,Standard,Completed,19,0,20
550,Male,17,Group E,Some College,Free/Reduced,Completed,0,57,76
551,Female,18,Group C,Master's Degree,Free/Reduced,Completed,75,69,17
552,Female,17,Group A,Some College,Standard,None,75,41,16
553,Male,15,Group B,Associate's Degree,Standard,Completed,47,12,3
554,Male,17,Group C,Some College,Standard,None,86,51,38
555,Female,15,Group D,High School,Standard,Completed,83,78,11
556,Male,18,Group E,Master's Degree,Standard,None,58,75,52
557,Male,18,Group E,Bachelor's Degree,Standard,None,48,34,59
558,Male,15,Group D,High School,Standard,Completed,41,98,69
559,Female,18,Group D,Some High School,Standard,Completed,56,79,98
560,Male,17,Group E,Associate's Degree,Free/Reduced,Completed,22,60,22
561,Female,18,Group D,Master's Degree,Standard,Completed,65,5,15
562,Male,16,Group A,Some High School,Free/Reduced,None,92,66,45
563,Female,18,Group A,Some College,Standard,Completed,75,78,87
564,Male,16,Group B,Associate's Degree,Free/Reduced,Completed,35,1,30
565,Female,17,Group B,Bachelor's Degree,Standard,None,98,47,75
566,Male,18,Group A,Master's Degree,Free/Reduced,Completed,12,98,22
567,Male,18,Group B,High School,Standard,None,29,71,51
568,Female,18,Group B,High School,Free/Reduced,Completed,38,97,48
569,Female,17,Group D,Master's Degree,Free/Reduced,None,63,24,77
570,Female,17,Group B,High School,Free/Reduced,None,43,55,26
571,Female,16,Group E,High School,Free/Reduced,None,6,53,60
572,Male,15,Group B,Bachelor's Degree,Free/Reduced,Completed,72,70,0
573,Male,17,Group B,Some College,Free/Reduced,None,66,25,50
574,Male,18,Group B,High School,Free/Reduced,Completed,67,37,28
575,Female,16,Group B,Master's Degree,Standard,None,74,70,16
576,Male,18,Group B,Master's Degree,Standard,Completed,65,18,45
577,Female,18,Group C,Some High School,Standard,Completed,54,48,96
578,Female,17,Group C,Some College,Free/Reduced,None,36,68,4
579,Female,15,Group D,Master's Degree,Standard,Completed,41,92,27
580,Male,18,Group E,Bachelor's Degree,Standard,None,49,72,15
581,Male,17,Group E,Master's Degree,Standard,None,40,72,29
582,Female,16,Group C,Bachelor's Degree,Standard,Completed,96,79,75
583,Male,18,Group B,Associate's Degree,Free/Reduced,None,22,51,20
584,Female,16,Group A,Bachelor's Degree,Free/Reduced,Completed,18,20,64
585,Male,17,Group D,Bachelor's Degree,Free/Reduced,Completed,5,49,5
586,Female,17,Group E,Some High School,Free/Reduced,Completed,94,77,38
587,Female,17,Group E,Master's Degree,Free/Reduced,None,93,58,68
588,Female,17,Group C,Some College,Standard,None,26,100,99
589,Male,17,Group A,Some College,Standard,None,55,1,45
590,Female,15,Group B,Master's Degree,Standard,None,66,67,0
591,Male,16,Group C,High School,Free/Reduced,Completed,35,29,23
592,Male,15,Group E,Some College,Standard,None,73,69,19
593,Female,16,Group D,Associate's Degree,Free/Reduced,Completed,78,55,5
594,Male,18,Group D,Master's Degree,Free/Reduced,None,40,71,53
595,Male,18,Group A,Bachelor's Degree,Free/Reduced,None,12,71,12
596,Female,16,Group B,Bachelor's Degree,Free/Reduced,None,44,66,85
597,Female,18,Group A,Associate's Degree,Standard,None,36,81,74
598,Male,18,Group E,Master's Degree,Free/Reduced,None,21,72,6
599,Female,18,Group E,High School,Free/Reduced,None,15,15,13
600,Female,15,Group E,Bachelor's Degree,Standard,None,36,60,73
601,Female,15,Group B,Associate's Degree,Free/Reduced,Completed,35,67,30
602,Male,17,Group E,Bachelor's Degree,Standard,Completed,62,87,82
603,Male,16,Group E,Bachelor's Degree,Standard,Completed,56,84,31
604,Male,18,Group C,Associate's Degree,Free/Reduced,Completed,28,82,27
605,Female,16,Group A,Associate's Degree,Free/Reduced,None,21,62,47
606,Male,17,Group E,Some College,Standard,None,36,100,79
607,Male,17,Group C,High School,Standard,None,33,78,28
608,Male,18,Group C,High School,Standard,Completed,77,9,62
609,Female,17,Group A,Some College,Standard,None,96,46,77
610,Female,18,Group E,Some College,Free/Reduced,Completed,13,3,62
611,Female,17,Group C,Master's Degree,Standard,None,29,47,10
612,Female,17,Group B,High School,Standard,None,85,75,77
613,Male,18,Group D,Some College,Free/Reduced,None,35,54,7
614,Female,17,Group D,Bachelor's Degree,Free/Reduced,None,18,23,0
615,Female,17,Group E,High School,Standard,Completed,12,46,7
616,Female,17,Group C,Some High School,Free/Reduced,None,26,58,82
617,Male,16,Group E,Master's Degree,Free/Reduced,None,70,9,2
618,Female,15,Group B,Some High School,Standard,Completed,65,72,23
619,Male,16,Group D,High School,Free/Reduced,Completed,96,58,90
620,Female,17,Group C,Some High School,Free/Reduced,Completed,21,48,74
621,Male,15,Group C,Bachelor's Degree,Free/Reduced,Completed,3,2,82
622,Male,16,Group A,High School,Free/Reduced,Completed,76,88,43
623,Male,16,Group A,Associate's Degree,Standard,None,5,76,55
624,Female,16,Group E,Associate's Degree,Free/Reduced,Completed,69,30,12
625,Male,18,Group B,High School,Free/Reduced,None,68,16,48
626,Female,17,Group C,Associate's Degree,Standard,None,24,2,18
627,Male,17,Group D,Associate's Degree,Standard,Completed,0,11,23
628,Male,15,Group B,Some College,Free/Reduced,Completed,62,16,43
629,Female,16,Group B,Master's Degree,Free/Reduced,Completed,3,55,48
630,Female,17,Group B,Some College,Standard,Completed,47,89,91
631,Female,16,Group D,Some College,Standard,None,26,97,91
632,Female,17,Group E,Some High School,Free/Reduced,None,36,45,86
633,Male,16,Group C,Master's Degree,Standard,None,73,58,35
634,Female,17,Group E,Some High School,Free/Reduced,Completed,54,80,89
635,Female,15,Group B,Some College,Standard,None,93,66,63
636,Male,16,Group D,Some College,Free/Reduced,None,56,73,8
637,Female,17,Group D,Master's Degree,Standard,Completed,66,71,65
638,Male,15,Group A,Some High School,Free/Reduced,None,16,23,94
639,Male,15,Group B,Some College,Free/Reduced,None,58,48,47
640,Female,17,Group E,Some High School,Free/Reduced,None,37,1,45
641,Female,16,Group A,Bachelor's Degree,Free/Reduced,None,14,38,76
642,Female,18,Group C,Some High School,Standard,Completed,91,10,39
643,Male,15,Group B,Some High School,Standard,Completed,90,70,0
644,Male,15,Group B,High School,Free/Reduced,None,15,0,93
645,Male,17,Group B,Associate's Degree,Standard,Completed,56,97,57
646,Female,18,Group D,High School,Standard,None,55,73,74
647,Female,18,Group A,Some College,Standard,None,63,47,79
648,Female,18,Group C,Master's Degree,Standard,Completed,33,17,18
649,Male,17,Group D,High School,Free/Reduced,Completed,11,9,29
650,Male,16,Group A,Some High School,Free/Reduced,Completed,17,100,0
651,Male,15,Group D,Some High School,Standard,Completed,35,59,36
652,Female,17,Group E,High School,Free/Reduced,None,93,46,99
653,Female,18,Group B,Some High School,Free/Reduced,None,85,42,44
654,Male,15,Group C,Some College,Standard,None,14,65,93
655,Female,15,Group D,Master's Degree,Standard,None,45,40,27
656,Female,18,Group D,Bachelor's Degree,Free/Reduced,Completed,10,15,17
657,Male,18,Group C,Some College,Standard,Completed,95,58,95
658,Female,15,Group C,Bachelor's Degree,Free/Reduced,None,28,62,29
659,Female,15,Group A,Some College,Standard,Completed,93,58,10
660,Female,16,Group E,High School,Free/Reduced,Completed,9,37,49
661,Female,16,Group C,Bachelor's Degree,Standard,None,41,90,83
662,Female,17,Group B,Associate's Degree,Standard,None,20,11,80
663,Female,15,Group D,Master's Degree,Free/Reduced,Completed,64,85,59
664,Male,16,Group C,Some High School,Free/Reduced,Completed,42,95,59
665,Female,15,Group E,Some High School,Standard,Completed,35,17,100
666,Male,18,Group E,High School,Free/Reduced,Completed,58,62,68
667,Male,16,Group D,Bachelor's Degree,Free/Reduced,Completed,80,37,98
668,Female,18,Group B,Master's Degree,Free/Reduced,Completed,94,49,9
669,Male,18,Group A,Some College,Standard,None,65,77,36
670,Male,18,Group A,Some College,Standard,None,86,23,42
671,Female,17,Group A,Master's Degree,Standard,None,99,100,48
672,Male,18,Group D,Associate's Degree,Standard,Completed,9,9,37
673,Female,17,Group C,Some College,Standard,None,90,12,56
674,Female,15,Group E,Bachelor's Degree,Standard,Completed,88,69,93
675,Male,15,Group B,Some High School,Standard,None,40,86,36
676,Male,16,Group B,Bachelor's Degree,Free/Reduced,Completed,4,82,31
677,Male,16,Group C,Master's Degree,Standard,Completed,55,70,56
678,Female,17,Group B,Bachelor's Degree,Free/Reduced,None,12,18,1
679,Male,15,Group B,High School,Free/Reduced,Completed,90,35,100
680,Male,16,Group E,Some College,Free/Reduced,Completed,66,11,94
681,Female,16,Group E,Some High School,Standard,None,40,77,15
682,Female,16,Group E,Master's Degree,Standard,Completed,24,91,78
683,Male,15,Group C,Master's Degree,Free/Reduced,None,71,75,37
684,Male,16,Group D,Bachelor's Degree,Free/Reduced,Completed,84,51,96
685,Female,15,Group C,High School,Standard,None,80,17,45
686,Female,18,Group B,Master's Degree,Free/Reduced,Completed,4,55,25
687,Female,18,Group A,Master's Degree,Standard,Completed,81,34,86
688,Female,18,Group D,Associate's Degree,Free/Reduced,None,80,22,78
689,Male,17,Group B,Some College,Standard,Completed,1,20,89
690,Female,15,Group A,Some High School,Standard,None,31,18,13
691,Female,16,Group D,Some High School,Free/Reduced,None,17,77,10
692,Female,17,Group A,Some College,Standard,None,75,61,85
693,Male,17,Group C,Some College,Free/Reduced,None,48,42,57
